Web;Dispositivo;Latencia_Media;Latencia_Desv;Latencia_Min;Latencia_Max;TTL_Moda;TTL_Media
apple.com;MOBILE;325.575;220.5174460788924;96;1501;64;85.2
applovin.com;DESKTOP;374.24607329842934;351.7902143589421;104;2578;64;86.45026178010471
applovin.com;MOBILE;436.532967032967;665.5715663675049;106;5923;64;83.6923076923077
appsflyersdk.com;DESKTOP;297.912;173.77706407923927;95;1003;64;79.36
appsflyersdk.com;MOBILE;309.22137404580155;183.52511000180434;103;1012;64;79.63358778625954
avast.com;DESKTOP;515.9419953596288;878.0011648425343;99;9265;64;85.82830626450117
avast.com;MOBILE;525.3549883990719;716.7381648454256;107;6359;64;85.82830626450117
avsxappcaptiveportal.com;DESKTOP;296.3090909090909;256.6924137682983;101;1385;128;128.0
avsxappcaptiveportal.com;MOBILE;271.59574468085106;198.96063184704875;93;1326;128;128.0
aws.dev;DESKTOP;287.74380165289256;149.65802845852824;96;995;64;74.0495867768595
aws.dev;MOBILE;305.4166666666667;176.8580394170493;100;1306;64;72.0
azure.com;DESKTOP;568.1734939759036;1026.6845183706225;89;13016;64;83.89397590361446
azure.com;MOBILE;528.8170731707318;766.3596595758119;92;9118;64;83.66829268292683
baidu.com;DESKTOP;1710.2554945054944;19958.785558159125;84;372910;64;87.56043956043956
baidu.com;MOBILE;407.09714285714284;463.61646378579564;94;7055;64;85.21142857142857
bing.com;DESKTOP;481.1020408163265;1034.2597242788902;114;15753;64;89.03401360544218
bing.com;MOBILE;289.82706766917295;148.34416940049977;100;833;64;83.72932330827068
cdn-apple.com;DESKTOP;294.4552845528455;141.59415867550794;101;765;64;72.84552845528455
cdn-apple.com;MOBILE;301.37068965517244;164.70413685955393;94;1219;64;71.72413793103448
cdninstagram.com;DESKTOP;305.8174603174603;248.56353395600576;103;2607;64;75.17460317460318
cdninstagram.com;MOBILE;310.8833333333333;176.7291610304973;98;1376;64;72.0
chatgpt.com;DESKTOP;350.96791443850265;264.89916734005607;86;2052;64;83.50802139037434
chatgpt.com;MOBILE;360.5532994923858;347.46997146982574;106;3992;64;85.44162436548223
cloud.microsoft;DESKTOP;919.2368421052631;1993.9478243017197;83;13637;64;64.0
cloud.microsoft;MOBILE;835.7488986784141;1835.5248612631622;91;14126;64;64.0
cloudflare-dns.com;DESKTOP;281.56028368794324;132.71663523647055;107;671;64;81.2482269503546
cloudflare-dns.com;MOBILE;296.83687943262413;170.2972453478025;100;1273;64;80.79432624113475
cloudflare.com;DESKTOP;483.0;926.5085970069939;105;7793;64;88.55510204081632
cloudflare.com;MOBILE;652.9473684210526;1671.27910782387;105;14297;64;85.33333333333333
cloudfront.net;DESKTOP;333.3174603174603;423.92017457617953;110;4618;64;75.17460317460318
cloudfront.net;MOBILE;293.8974358974359;150.6535409139806;100;1095;64;71.65811965811966
criteo.com;DESKTOP;453.7834101382488;608.7383265485499;102;9694;64;90.24884792626727
criteo.com;MOBILE;421.96135265700485;390.71186469651883;111;5347;64;88.27053140096618
digicert.com;DESKTOP;644.7575757575758;747.9877068350972;93;7637;64;84.45179063360881
digicert.com;MOBILE;489.02672955974845;435.1213507006829;89;5357;64;84.42767295597484
discord.com;DESKTOP;388.949494949495;847.903132387779;107;7748;128;128.0
discord.com;MOBILE;334.94059405940595;490.00624122111293;100;4400;128;128.0
dns.google;DESKTOP;287.04895104895104;160.73459572530257;100;1311;64;81.45454545454545
dns.google;MOBILE;298.4130434782609;173.90750659624683;107;1620;64;79.30434782608695
doubleclick.net;DESKTOP;426.42763157894734;519.8019691716917;104;6134;64;85.89473684210526
doubleclick.net;MOBILE;437.88461538461536;672.7019756498304;102;8371;64;83.91608391608392
doubleverify.com;DESKTOP;669.505376344086;816.3816245141313;108;10223;64;64.0
doubleverify.com;MOBILE;653.3469387755102;642.8963928260625;117;7482;64;64.0
facebook.com;DESKTOP;333.64550264550263;255.2609766814512;102;1998;64;86.68783068783068
facebook.com;MOBILE;445.05479452054794;575.137930574591;104;5198;64;85.62557077625571
fastly-edge.com;DESKTOP;298.5607476635514;130.4631935061115;123;542;64;64.0
fastly-edge.com;MOBILE;309.29411764705884;176.58440262997198;111;1389;64;64.0
fastly.net;DESKTOP;400.8056737588652;323.85199862470694;108;4797;64;91.41560283687943
fastly.net;MOBILE;402.9338129496403;333.04831488990084;100;3733;64;88.40287769784173
fbcdn.net;DESKTOP;330.8425925925926;242.04511061531917;98;2308;64;85.33333333333333
fbcdn.net;MOBILE;475.5308641975309;793.7056840456921;96;9834;64;84.80658436213992
ggpht.com;DESKTOP;287.8264462809917;136.22846482324894;93;763;64;73.52066115702479
ggpht.com;MOBILE;294.4406779661017;167.76201817281753;95;862;64;72.13559322033899
gmail.com;DESKTOP;313.35135135135135;375.01219824662405;97;2962;128;128.0
gmail.com;MOBILE;242.8641975308642;91.63838620993111;112;684;128;128.0
google-analytics.com;DESKTOP;430.16346153846155;669.9465608660702;87;10050;64;85.74358974358974
google-analytics.com;MOBILE;463.1186440677966;738.4745972433078;96;7838;64;83.74237288135593
google.com;DESKTOP;405.2320675105485;502.88076996225044;90;4318;64;89.38396624472574
google.com;MOBILE;320.5263157894737;193.16638106563423;66;941;64;84.58479532163743
googleadservices.com;DESKTOP;302.5174825174825;182.84419031417386;92;1066;64;83.24475524475524
googleadservices.com;MOBILE;316.69444444444446;220.2602490500211;94;1680;64;81.77777777777777
googleapis.com;DESKTOP;319.8246753246753;212.48526694383906;103;1213;64;83.53246753246754
googleapis.com;MOBILE;321.9183673469388;209.00535846195268;92;1157;64;80.10884353741497
googlesyndication.com;DESKTOP;280.1458333333333;153.97660658430593;108;1164;64;93.33333333333333
googlesyndication.com;MOBILE;287.8050314465409;168.45430879541047;110;1681;64;86.94339622641509
googletagmanager.com;DESKTOP;316.4829931972789;236.33996739493654;95;1758;64;80.9795918367347
googletagmanager.com;MOBILE;325.81756756756755;216.24966791409094;94;1566;64;80.0
googleusercontent.com;DESKTOP;309.8831168831169;187.47074536228882;99;954;64;81.87012987012987
googleusercontent.com;MOBILE;316.1513157894737;196.09798739535526;92;1041;64;79.57894736842105
googlevideo.com;DESKTOP;340.8181818181818;271.0639892216811;101;1776;64;84.55757575757576
googlevideo.com;MOBILE;326.0657894736842;200.74182526641812;100;1085;64;80.0
gstatic.com;DESKTOP;310.97278911564626;231.030418016799;100;1673;64;84.4625850340136
gstatic.com;MOBILE;320.0952380952381;220.9134006655262;103;1613;64;82.72108843537416
gvt1.com;DESKTOP;1187.30081300813;9999.836172375208;96;111178;64;73.88617886178862
gvt1.com;MOBILE;364.89565217391305;638.8038077575084;99;6758;64;72.90434782608696
gvt2.com;DESKTOP;301.95238095238096;148.4153553857744;100;945;64;74.15873015873017
gvt2.com;MOBILE;294.04347826086956;145.05966052146468;100;708;64;71.79130434782608
icloud.com;DESKTOP;445.71014492753625;633.7500132661839;107;8918;64;86.95652173913044
icloud.com;MOBILE;460.2674418604651;793.632486436438;107;11202;64;84.5891472868217
instagram.com;DESKTOP;340.3152709359606;281.03864839974756;88;2503;64;87.64532019704434
instagram.com;MOBILE;333.7700534759358;243.1882883991605;80;1512;64;84.19251336898395
kwai-pro.com;DESKTOP;211.44444444444446;78.93796687512977;96;333;128;128.0
kwai-pro.com;MOBILE;195.75;85.4365261466078;96;366;128;128.0
linkedin.com;DESKTOP;346.0196850393701;373.71269904720856;102;5237;64;88.69291338582677
linkedin.com;MOBILE;347.66141732283467;363.8360448297432;109;4993;64;88.18897637795276
live.com;DESKTOP;474.5603715170279;728.2080609548434;109;8727;64;88.56965944272446
live.com;MOBILE;334.8777777777778;216.64327591831866;98;1275;64;88.17777777777778
llamarpc.com;DESKTOP;435.5705128205128;361.2947085062159;99;2620;64;81.43589743589743
llamarpc.com;MOBILE;416.97133757961785;296.89515119859044;111;2350;64;81.52866242038216
merkle.io;DESKTOP;335.71122994652404;263.5576532632667;96;2428;64;85.2192513368984
merkle.io;MOBILE;354.8378378378378;285.9440042394962;106;2044;64;84.75675675675676
microsoft.com;DESKTOP;739.1916537867079;1524.2825974523817;96;15820;64;90.70788253477589
microsoft.com;MOBILE;848.1558669001752;2121.7937971839183;104;24011;64;86.86514886164623
microsoftonline.com;DESKTOP;287.3125;180.84842810311736;95;1106;64;74.66666666666667
microsoftonline.com;MOBILE;279.35483870967744;132.3562095224795;101;575;64;73.63440860215054
miui.com;DESKTOP;255.81720430107526;111.62699399227449;98;782;128;128.0
miui.com;MOBILE;271.6041666666667;151.3997482558337;100;1164;128;128.0
msftconnecttest.com;DESKTOP;298.73275862068965;161.38651189578718;101;844;64;76.13793103448276
msftconnecttest.com;MOBILE;356.46280991735534;434.1273630576309;98;4461;64;75.63636363636364
msftncsi.com;DESKTOP;314.85585585585585;201.16157444596377;107;1186;64;73.22522522522523
msftncsi.com;MOBILE;300.8407079646018;172.2692849649973;96;973;64;71.929203539823
msn.com;DESKTOP;746.7735849056604;1518.7420810610272;102;14406;64;85.62607204116638
msn.com;MOBILE;778.338329764454;2348.917679967008;99;25804;64;87.70877944325481
mzstatic.com;DESKTOP;318.46153846153845;193.7083475922032;91;1202;64;82.98901098901099
mzstatic.com;MOBILE;330.1774193548387;218.6373666186841;86;1814;64;83.61290322580645
netflix.com;DESKTOP;497.3464203233256;495.0202203991816;104;4747;64;86.61431870669746
netflix.com;MOBILE;543.8521126760563;722.4967061651898;96;9011;64;84.28169014084507
ntp.org;DESKTOP;422.3872437357631;468.0264505086429;87;5818;64;88.05466970387243
ntp.org;MOBILE;430.58837772397095;400.037716741873;97;3663;64;85.53995157384988
office.com;DESKTOP;548.5014164305949;1122.7287303015719;89;11706;64;86.48158640226629
office.com;MOBILE;565.8141025641025;1241.4172499535157;96;15768;64;84.51282051282051
office.net;DESKTOP;284.51428571428573;177.26420493615836;99;1560;64;74.97142857142858
office.net;MOBILE;303.46153846153845;177.81243106788216;89;1174;64;74.46153846153847
office365.com;DESKTOP;738.745508982036;969.172476597527;100;9847;64;64.0
office365.com;MOBILE;565.6325088339223;695.8057520696325;118;7412;64;64.0
one.one;DESKTOP;270.17164179104475;124.73937030329064;91;980;128;103.16417910447761
one.one;MOBILE;275.87854251012146;136.69222975691002;110;999;128;101.05263157894737
playstation.net;DESKTOP;216.2941176470588;90.50605277126661;110;421;128;128.0
playstation.net;MOBILE;222.21428571428572;116.92415593776269;106;503;128;128.0
publicnode.com;DESKTOP;424.4507772020725;428.3078854047794;93;3947;64;81.57512953367876
publicnode.com;MOBILE;364.20588235294116;256.40004296839146;97;2079;64;84.07843137254902
pubmatic.com;DESKTOP;761.7744680851064;830.462514132651;112;6301;64;64.0
pubmatic.com;MOBILE;682.534693877551;833.9608163808506;108;6841;64;64.0
qq.com;DESKTOP;268.0205761316872;129.71989685853524;94;1146;128;128.0
qq.com;MOBILE;267.8363636363636;269.485460358168;107;2456;128;128.0
roblox.com;DESKTOP;645.8763250883392;1258.790614395981;105;9499;64;86.3886925795053
roblox.com;MOBILE;750.1776859504132;1828.270521853038;107;15829;64;84.36363636363636
rubiconproject.com;DESKTOP;384.9959349593496;265.9886371359665;108;1622;64;81.95121951219512
rubiconproject.com;MOBILE;388.16279069767444;272.6877546358995;102;1641;64;83.84496124031008
samsung.com;DESKTOP;397.63513513513516;358.523689473764;103;2704;64;90.5945945945946
samsung.com;MOBILE;415.6978851963746;368.78623104399543;98;3105;64;86.62235649546828
sentry.io;DESKTOP;433.60330578512395;532.0171272839498;100;3970;64;85.68595041322314
sentry.io;MOBILE;393.6937799043062;378.3013171370976;85;2999;64;82.67942583732058
sharepoint.com;DESKTOP;776.8376963350786;718.2314389071707;106;4610;64;64.0
sharepoint.com;MOBILE;787.4868421052631;1370.6395470865575;79;9093;64;64.0
skype.com;DESKTOP;448.399209486166;593.3165683822024;86;6159;64;85.24901185770752
skype.com;MOBILE;428.844;567.6612659990664;100;6528;64;86.016
snapchat.com;DESKTOP;329.9913043478261;333.7761224589356;93;2730;128;105.73913043478261
snapchat.com;MOBILE;388.68055555555554;333.5139407032499;101;2543;64;87.4074074074074
spotify.com;DESKTOP;930.685618729097;2025.7831774991107;99;15400;64;89.04347826086956
spotify.com;MOBILE;971.9075342465753;2184.3373970778734;110;18611;64;87.01369863013699
steamserver.net;DESKTOP;290.464;142.92015275851105;102;844;64;73.728
steamserver.net;MOBILE;278.45217391304345;131.2551581929266;101;763;64;72.90434782608696
taboola.com;DESKTOP;484.71629213483146;489.95410059674475;101;3947;64;86.11235955056179
taboola.com;MOBILE;547.3324175824176;560.5028359776985;102;5000;64;84.3956043956044
tiktokcdn-us.com;DESKTOP;308.792;216.229615709036;86;2069;64;72.704
tiktokcdn-us.com;MOBILE;332.87603305785126;258.8746018908232;108;1858;64;73.52066115702479
tiktokcdn.com;DESKTOP;289.46774193548384;140.37241034157532;99;779;64;73.80645161290323
tiktokcdn.com;MOBILE;299.7068965517241;157.50688140889088;105;980;64;71.72413793103448
tiktokv.com;DESKTOP;595.933147632312;930.8792689685229;108;8789;64;71.66573816155989
tiktokv.com;MOBILE;560.2123076923077;918.7727327342463;108;10266;64;71.28615384615385
trafficmanager.net;DESKTOP;296.4830508474576;143.45747355511983;93;807;64;71.59322033898304
trafficmanager.net;MOBILE;299.24347826086955;182.6542890849512;100;1420;64;72.34782608695652
ui.com;DESKTOP;559.6014851485148;852.8330641648321;101;8265;64;87.2871287128713
ui.com;MOBILE;558.2899262899263;866.4859212337493;100;7891;64;85.22850122850123
unity3d.com;DESKTOP;335.1483870967742;244.0196073010971;102;1662;64;85.88387096774194
unity3d.com;MOBILE;361.7389830508475;243.3105774120702;103;1825;64;86.77966101694915
vungle.com;DESKTOP;619.0363372093024;864.2966834643117;104;7574;64;85.11627906976744
vungle.com;MOBILE;600.0718309859155;756.1832314057659;92;7287;64;85.27323943661972
whatsapp.com;DESKTOP;842.688622754491;2751.108367886973;109;22531;64;85.07784431137725
whatsapp.com;MOBILE;853.7134146341464;3124.3550161686508;92;22016;64;83.90243902439025
whatsapp.net;DESKTOP;316.56470588235294;237.12920339339055;95;1728;64;89.2235294117647
whatsapp.net;MOBILE;285.8625;136.0184267714623;97;724;64;87.2
wikipedia.org;DESKTOP;342.1965317919075;288.11176890791955;112;2798;64;85.45664739884393
wikipedia.org;MOBILE;1061.126582278481;9323.945009725467;95;117500;64;82.22784810126582
windows.com;DESKTOP;505.43469785575047;731.0710118316704;99;9936;64;83.71150097465888
windows.com;MOBILE;521.2191780821918;872.1157859043929;104;12739;64;83.41291585127202
windows.net;DESKTOP;373.22033898305085;265.57836121870264;95;1313;64;82.07909604519774
windows.net;MOBILE;409.6043956043956;300.57303941766094;96;1618;64;81.58241758241758
windowsupdate.com;DESKTOP;343.5169491525424;612.1209552146003;96;6746;64;71.59322033898304
windowsupdate.com;MOBILE;283.0265486725664;153.97457235443775;105;1143;64;72.49557522123894
xiaomi.com;DESKTOP;406.3201754385965;294.4528983910571;94;1846;64;86.73684210526316
xiaomi.com;MOBILE;460.8096446700508;730.6924540464221;102;11193;64;85.11675126903553
yahoo.com;DESKTOP;337.5270935960591;227.61190916337424;96;1748;64;87.33004926108374
yahoo.com;MOBILE;338.67692307692306;225.82144034240588;98;1749;64;84.67692307692307
youtube.com;DESKTOP;484.64363636363635;785.6767668898735;91;7661;64;87.04
youtube.com;MOBILE;427.5381355932203;962.0944940912843;107;14534;64;84.61016949152543
ytimg.com;DESKTOP;304.61475409836066;259.03576595709774;96;2763;64;73.9672131147541
ytimg.com;MOBILE;284.45299145299145;140.30566973861627;106;753;64;73.84615384615384
