Web;Dispositivo;Latencia_Media;Latencia_Desv;Latencia_Min;Latencia_Max;TTL_Moda;TTL_Media
amazon.com;MOBILE;16454.919889502762;17721.981928406076;680;117304;117;145.84530386740332
amazon.dev;DESKTOP;8875.73417721519;15198.391868127044;715;111541;54;64.49367088607595
amazon.dev;MOBILE;7021.1949152542375;10560.68661347396;728;56430;117;78.69491525423729
amazonaws.com;DESKTOP;7052.540229885058;6244.507569548893;756;22920;54;71.01149425287356
amazonaws.com;MOBILE;6190.2;6224.745761876545;705;22353;54;71.36842105263158
android.com;DESKTOP;4734.166666666667;7800.325861023537;711;52089;117;104.29761904761905
android.com;MOBILE;3692.439024390244;4182.18212903666;733;14149;118;105.15853658536585
app-analytics-services.com;DESKTOP;6966.540740740741;10009.925901259257;696;70892;117;79.38518518518518
app-analytics-services.com;MOBILE;7018.868055555556;10928.015079138642;707;69421;54;79.24305555555556
app-measurement.com;DESKTOP;6712.3708609271525;9044.519059714854;729;71594;54;81.58278145695364
app-measurement.com;MOBILE;6834.819444444444;9730.850602577824;683;68893;117;80.5
apple-dns.net;DESKTOP;7124.0413223140495;11777.367680850628;733;71533;54;79.74380165289256
apple-dns.net;MOBILE;7408.9152542372885;13711.948683929117;707;123318;54;77.66101694915254
apple.com;DESKTOP;6454.1734104046245;7668.48911273137;686;37403;54;93.20809248554913
apple.com;MOBILE;6695.8625;7595.887201867242;682;26585;54;92.85
applovin.com;DESKTOP;6033.9633507853405;5922.482659877064;721;21604;117;79.21465968586388
applovin.com;MOBILE;5980.923076923077;5899.5121817825275;675;22629;117;78.71978021978022
appsflyersdk.com;DESKTOP;5811.064;5850.559393910758;707;21369;54;95.504
appsflyersdk.com;MOBILE;7144.244274809161;10514.34624112847;697;70404;54;96.09160305343511
avast.com;DESKTOP;8243.280742459398;7446.744621837172;684;26245;54;106.18793503480279
avast.com;MOBILE;8161.740139211137;7320.312336216073;673;21566;51;106.27610208816705
avsxappcaptiveportal.com;DESKTOP;14979.418181818182;18734.686487003994;737;70305;117;86.78181818181818
avsxappcaptiveportal.com;MOBILE;7579.808510638298;5492.289055688015;785;18531;117;85.80851063829788
aws.dev;DESKTOP;7190.198347107438;11750.042607454547;693;72068;54;78.70247933884298
aws.dev;MOBILE;6388.641666666666;8250.76634769763;719;40392;54;79.50833333333334
azure.com;DESKTOP;9591.956626506024;17226.63176408297;660;129935;54;67.43373493975903
azure.com;MOBILE;8700.00731707317;16203.24214236619;669;129475;51;64.38536585365854
baidu.com;DESKTOP;69957.33516483517;58553.002623982095;670;168853;41;53.45054945054945
baidu.com;MOBILE;70700.52;59259.78180817343;678;208486;41;54.71714285714286
bing.com;DESKTOP;10022.622448979591;13490.983488171983;692;71825;51;75.79931972789116
bing.com;MOBILE;5315.0526315789475;5206.8744264350635;696;18236;54;71.30827067669173
cdn-apple.com;DESKTOP;7160.512195121952;10602.554903484699;694;69126;117;77.9430894308943
cdn-apple.com;MOBILE;6319.939655172414;7052.519599453422;698;40144;54;77.62931034482759
cdninstagram.com;DESKTOP;6662.619047619048;9143.753423497064;709;68957;117;80.15079365079364
cdninstagram.com;MOBILE;6892.0;9627.349171356926;711;71452;54;78.28333333333333
chatgpt.com;DESKTOP;7520.9786096256685;6002.629116592822;763;21805;53;73.01604278074866
chatgpt.com;MOBILE;7064.852791878173;5903.213404894779;698;21393;53;77.1015228426396
cloud.microsoft;DESKTOP;12127.061403508771;18950.41133201601;685;129115;51;61.280701754385966
cloud.microsoft;MOBILE;12963.722466960353;18051.14856242214;669;135124;51;61.27312775330397
cloudflare-dns.com;DESKTOP;6975.475177304965;8781.57080935618;682;75432;54;76.87234042553192
cloudflare-dns.com;MOBILE;7120.312056737589;9001.532170481354;671;66617;117;77.42553191489361
cloudflare.com;DESKTOP;8387.485714285714;5890.991716727956;684;26357;53;68.5265306122449
cloudflare.com;MOBILE;8496.311403508771;6029.968588287041;704;21320;53;67.79824561403508
cloudfront.net;DESKTOP;7149.0;10596.202931994081;692;68819;54;78.9920634920635
cloudfront.net;MOBILE;6728.059829059829;8990.923709104718;695;50296;54;78.52136752136752
criteo.com;DESKTOP;6885.889400921659;10863.666416372298;698;83517;54;104.7073732718894
criteo.com;MOBILE;6397.5;10097.761130261782;679;52684;54;103.48067632850241
digicert.com;DESKTOP;10382.382920110193;16062.223162158416;699;90315;53;101.03030303030303
digicert.com;MOBILE;12773.372641509433;17561.856682405778;669;80234;53;117.62735849056604
discord.com;DESKTOP;7447.020202020202;6681.099133543879;712;43530;53;99.44444444444444
discord.com;MOBILE;8168.3861386138615;5282.459309772857;740;17411;53;95.53465346534654
dns.google;DESKTOP;6489.657342657342;8086.168846938315;717;54567;117;81.0909090909091
dns.google;MOBILE;6835.913043478261;8983.255774692783;673;53356;117;79.83333333333333
doubleclick.net;DESKTOP;3680.8881578947367;4901.318351710057;666;27230;117;99.79934210526316
doubleclick.net;MOBILE;3659.5174825174827;5043.105354042685;672;27675;117;98.96503496503496
doubleverify.com;DESKTOP;11185.349462365592;15748.557345520516;691;83413;53;100.54838709677419
doubleverify.com;MOBILE;12443.298469387755;18106.98601542681;686;80400;53;101.875
facebook.com;DESKTOP;4759.380952380952;7024.012343902512;711;71497;84;81.57142857142857
facebook.com;MOBILE;4277.712328767123;5064.994386222161;712;17763;84;81.19634703196347
fastly-edge.com;DESKTOP;6882.186915887851;9015.591936458351;709;53506;54;77.60747663551402
fastly-edge.com;MOBILE;6717.401960784314;10274.127531805223;733;72191;54;77.08823529411765
fastly.net;DESKTOP;14428.818439716311;23124.690718225393;686;135293;54;123.0581560283688
fastly.net;MOBILE;15558.4;24945.52815742785;672;144397;54;125.82302158273382
fbcdn.net;DESKTOP;5146.2962962962965;5799.573842819127;695;21561;84;79.53703703703704
fbcdn.net;MOBILE;4680.530864197531;6009.16652562742;672;40122;84;79.79835390946502
ggpht.com;DESKTOP;6814.5950413223145;10300.176590378205;699;67708;54;77.47107438016529
ggpht.com;MOBILE;6240.228813559322;8338.120626356726;743;53262;54;78.9322033898305
gmail.com;DESKTOP;3999.2972972972975;4789.078699198405;721;16101;117;102.63513513513513
gmail.com;MOBILE;3521.222222222222;4432.568623270258;741;13350;117;103.34567901234568
google-analytics.com;DESKTOP;3344.105769230769;4570.531138268616;673;21318;117;101.2724358974359
google-analytics.com;MOBILE;3710.7796610169494;9862.589443940215;680;152604;117;100.29152542372881
google.com;DESKTOP;3628.7088607594937;4895.848972842072;674;21443;117;92.9957805907173
google.com;MOBILE;4772.233918128655;9957.29403492242;687;71520;117;91.30994152046783
googleadservices.com;DESKTOP;4337.356643356643;5249.994570628439;736;18307;117;84.27272727272727
googleadservices.com;MOBILE;6302.965277777777;12814.921518147057;677;113377;117;83.96527777777777
googleapis.com;DESKTOP;5106.474025974026;5712.652316240595;698;21316;117;83.44805194805195
googleapis.com;MOBILE;5866.863945578231;8148.780333679878;673;53364;117;82.81632653061224
googlesyndication.com;DESKTOP;5518.239583333333;8167.9133021802345;703;66682;117;88.39583333333333
googlesyndication.com;MOBILE;5822.937106918239;7992.425344959664;689;53322;117;84.00628930817611
googletagmanager.com;DESKTOP;5136.340136054422;6013.942607951477;682;24927;117;81.71428571428571
googletagmanager.com;MOBILE;5839.290540540541;8495.489733556926;670;71961;117;82.62162162162163
googleusercontent.com;DESKTOP;5542.350649350649;6107.247086395033;699;21593;117;81.67532467532467
googleusercontent.com;MOBILE;6740.736842105263;10955.57041157018;708;71604;117;81.28289473684211
googlevideo.com;DESKTOP;5122.533333333334;5791.97238460829;719;21220;117;83.55757575757576
googlevideo.com;MOBILE;6333.493421052632;9801.618874935553;680;72500;117;82.79605263157895
gstatic.com;DESKTOP;4609.843537414966;8401.841780881628;677;72135;118;88.46938775510205
gstatic.com;MOBILE;5503.108843537415;9846.181256925773;684;71352;117;87.27210884353741
gvt1.com;DESKTOP;6039.455284552845;7952.066871494594;713;53304;54;78.73170731707317
gvt1.com;MOBILE;8416.095652173914;16228.748641090066;713;122096;54;75.93913043478261
gvt2.com;DESKTOP;7682.674603174603;14760.553600365734;710;122202;54;78.91269841269842
gvt2.com;MOBILE;6614.339130434782;8991.116852826164;712;52022;54;78.50434782608696
icloud.com;DESKTOP;4027.0978260869565;7456.269450446922;672;97275;51;61.82608695652174
icloud.com;MOBILE;3504.860465116279;4833.050084226421;689;22220;51;60.79457364341085
instagram.com;DESKTOP;5866.172413793103;7326.696079436033;687;54494;84;79.15270935960591
instagram.com;MOBILE;4993.513368983958;5667.012432232559;679;21228;84;78.02673796791444
kwai-pro.com;DESKTOP;4706.0;5569.979195229917;825;16335;54;86.27777777777777
kwai-pro.com;MOBILE;6271.9375;5622.9218794591125;812;13874;54;82.0625
linkedin.com;DESKTOP;6793.027559055118;7141.0932884936265;702;56386;53;78.43700787401575
linkedin.com;MOBILE;6407.716535433071;5745.031588333593;709;18149;53;77.60236220472441
live.com;DESKTOP;9373.752321981425;14551.22453878768;674;126739;54;74.95046439628483
live.com;MOBILE;8032.938888888889;11640.92974898593;683;75975;54;82.08888888888889
llamarpc.com;DESKTOP;8774.634615384615;7988.433218553351;721;57437;240;118.21794871794872
llamarpc.com;MOBILE;8741.98407643312;8603.088304785517;732;72589;240;118.46178343949045
merkle.io;DESKTOP;14328.0;22659.812850729977;717;80672;53;83.5187165775401
merkle.io;MOBILE;13867.421621621621;22048.489312727143;700;80364;53;83.52972972972972
microsoft.com;DESKTOP;12044.258114374034;13863.532521067124;657;118805;51;84.31993817619784
microsoft.com;MOBILE;11271.32224168126;12800.918966786086;677;129259;51;82.97022767075306
microsoftonline.com;DESKTOP;6513.947916666667;11703.569155441692;726;80230;54;78.35416666666667
microsoftonline.com;MOBILE;6984.354838709677;12438.209773188879;678;71546;54;78.54838709677419
miui.com;DESKTOP;17431.559139784946;31273.131311935;762;143758;47;65.18279569892474
miui.com;MOBILE;18363.625;30673.00957802616;757;134889;47;62.958333333333336
msftconnecttest.com;DESKTOP;7537.0948275862065;13188.704452297807;726;70458;54;70.8103448275862
msftconnecttest.com;MOBILE;8942.123966942148;17744.162737160565;717;137007;54;70.47933884297521
msftncsi.com;DESKTOP;5347.306306306306;6145.039884170873;715;23085;54;68.6036036036036
msftncsi.com;MOBILE;6957.646017699115;10692.286705778974;706;71805;54;70.12389380530973
msn.com;DESKTOP;8861.02744425386;11063.596034085434;698;118086;51;85.80617495711836
msn.com;MOBILE;8135.62312633833;10866.354465233466;682;117919;51;90.01070663811564
mzstatic.com;DESKTOP;12497.115384615385;17516.294921018358;696;61060;54;85.37912087912088
mzstatic.com;MOBILE;12519.629032258064;17227.141339209436;689;61037;54;85.1774193548387
netflix.com;DESKTOP;10526.868360277136;16006.385966745498;711;80178;53;68.26327944572748
netflix.com;MOBILE;9736.021126760563;16605.258865566808;687;123147;53;69.00704225352112
ntp.org;DESKTOP;12605.182232346242;21547.64258755168;694;77923;117;86.7129840546697
ntp.org;MOBILE;12331.273607748184;20766.16807723203;674;78541;118;86.58837772397095
office.com;DESKTOP;11720.651558073654;14598.50787052762;684;122651;51;63.58356940509915
office.com;MOBILE;11176.009615384615;12880.852853543274;691;80612;43;64.51923076923077
office.net;DESKTOP;8004.057142857143;14260.79642143546;696;122441;54;75.29523809523809
office.net;MOBILE;7155.942307692308;10574.23177298816;699;66534;54;74.75
office365.com;DESKTOP;9780.748502994013;17319.213724955112;660;137367;51;75.6556886227545
office365.com;MOBILE;9666.929328621909;16044.367443266883;658;73151;51;67.32508833922262
one.one;DESKTOP;7790.30223880597;8178.633860838733;706;54677;117;98.36567164179104
one.one;MOBILE;7075.967611336032;6904.949064570468;672;43888;118;96.77732793522267
playstation.net;DESKTOP;6363.705882352941;5924.326425475578;813;17161;118;84.88235294117646
playstation.net;MOBILE;5681.857142857143;5664.789314530769;974;14128;54;86.5
publicnode.com;DESKTOP;6735.533678756477;5813.703353944191;711;21251;117;78.84455958549223
publicnode.com;MOBILE;6492.318627450981;5516.668380565316;697;17122;117;78.29411764705883
pubmatic.com;DESKTOP;4857.953191489361;5281.238098043579;692;17131;54;95.35744680851064
pubmatic.com;MOBILE;4638.391836734694;5120.530940862141;675;17311;54;93.27755102040817
qq.com;DESKTOP;63302.345679012345;55613.587496837885;872;215323;48;52.38683127572016
qq.com;MOBILE;36918.96363636364;45802.41546090895;957;142294;48;59.13636363636363
roblox.com;DESKTOP;8129.106007067137;9983.262716006615;657;77876;50;96.6713780918728
roblox.com;MOBILE;6738.43388429752;7553.533078817421;668;49183;51;86.42148760330579
rubiconproject.com;DESKTOP;8712.369918699187;11169.34776663299;666;70631;53;92.86178861788618
rubiconproject.com;MOBILE;9022.992248062015;11391.971247788744;698;72990;53;93.26744186046511
samsung.com;DESKTOP;8096.405405405405;18793.842498239905;670;122923;51;102.11486486486487
samsung.com;MOBILE;6702.6706948640485;16561.48214849341;681;126118;51;92.1178247734139
sentry.io;DESKTOP;4990.272727272727;5618.9425069371855;715;26158;117;95.28512396694215
sentry.io;MOBILE;4613.827751196172;5461.899043601538;700;18387;117;94.18181818181819
sharepoint.com;DESKTOP;11763.272251308901;25447.627102473467;692;134067;54;83.45549738219896
sharepoint.com;MOBILE;10309.980263157895;18997.849357010404;698;129425;54;70.3092105263158
skype.com;DESKTOP;13184.422924901186;21213.973434693587;680;151337;54;82.35573122529644
skype.com;MOBILE;11834.52;17570.50420819279;732;128297;54;82.368
snapchat.com;DESKTOP;5989.95652173913;7730.138529876132;824;40553;54;116.05217391304348
snapchat.com;MOBILE;5346.759259259259;6872.349323593443;685;55900;118;120.31018518518519
spotify.com;DESKTOP;3088.8377926421404;7039.130442441382;657;130976;117;88.33444816053512
spotify.com;MOBILE;3700.1746575342468;6549.248981915549;651;66749;54;77.88013698630137
steamserver.net;DESKTOP;6648.272;10067.003714127559;702;75809;54;79.296
steamserver.net;MOBILE;6406.686956521739;8865.605469438658;701;53279;54;77.27826086956522
taboola.com;DESKTOP;5834.362359550561;7370.164308420435;698;47435;54;99.21910112359551
taboola.com;MOBILE;6168.75;7671.511916570825;677;52821;54;97.57692307692308
tiktokcdn-us.com;DESKTOP;7630.24;15054.224685899582;728;136730;54;79.36
tiktokcdn-us.com;MOBILE;6966.090909090909;9888.264621088307;686;66875;54;77.5702479338843
tiktokcdn.com;DESKTOP;7157.0;11911.6091627256;716;78425;117;79.49193548387096
tiktokcdn.com;MOBILE;6695.318965517241;8834.016987314373;704;54599;54;77.67241379310344
tiktokv.com;DESKTOP;4022.325905292479;6775.589753314534;672;52812;51;60.01671309192201
tiktokv.com;MOBILE;3068.3353846153846;4815.123555343039;670;21984;51;60.68923076923077
trafficmanager.net;DESKTOP;6430.28813559322;7759.745081395014;697;43937;54;78.3135593220339
trafficmanager.net;MOBILE;8753.591304347827;18645.30403552371;719;128269;54;77.1304347826087
ui.com;DESKTOP;8875.20297029703;16885.863500490934;703;82527;54;123.73267326732673
ui.com;MOBILE;8790.584766584767;16524.693455704073;679;79977;54;130.42260442260442
unity3d.com;DESKTOP;6267.967741935484;9407.974575637192;717;77326;54;70.6
unity3d.com;MOBILE;9641.291525423729;14145.572088489113;716;116778;53;67.15254237288136
vungle.com;DESKTOP;8510.97238372093;6940.760328425498;695;85168;53;91.71511627906976
vungle.com;MOBILE;8402.781690140846;6491.269435958915;655;43786;53;91.60140845070423
whatsapp.com;DESKTOP;5329.251497005988;5674.904734319083;707;18335;84;76.10179640718563
whatsapp.com;MOBILE;5521.1463414634145;6762.152284013953;692;54425;84;75.4329268292683
whatsapp.net;DESKTOP;6919.964705882353;6408.68447106226;714;40025;117;78.88823529411765
whatsapp.net;MOBILE;7468.90625;9363.644389286539;684;66622;54;78.2125
wikipedia.org;DESKTOP;6477.398843930636;6873.821188359028;710;54696;51;70.45086705202313
wikipedia.org;MOBILE;5878.96835443038;4434.9793390551085;694;17138;51;68.41772151898734
windows.com;DESKTOP;14788.988304093567;21303.373273817764;649;164359;51;60.58674463937622
windows.com;MOBILE;13562.55772994129;18840.345055229012;667;131656;51;60.2720156555773
windows.net;DESKTOP;12121.440677966102;20250.54538626215;681;135511;54;63.86440677966102
windows.net;MOBILE;14004.5;24293.785293956145;717;128742;54;64.85714285714286
windowsupdate.com;DESKTOP;5972.237288135593;6902.891024072569;691;43879;54;78.34745762711864
windowsupdate.com;MOBILE;6530.123893805309;9625.659479385538;683;68701;54;77.87610619469027
xiaomi.com;DESKTOP;9955.394736842105;19940.344996382933;710;121471;54;66.5
xiaomi.com;MOBILE;10125.058375634519;20850.81822289029;702;117997;54;67.75888324873097
yahoo.com;DESKTOP;13236.812807881774;14487.150014034578;711;84759;54;101.65517241379311
yahoo.com;MOBILE;13298.57435897436;13848.330018355187;725;70853;54;100.57948717948717
youtube.com;DESKTOP;5565.567272727273;13102.346485605243;690;138625;117;100.08
youtube.com;MOBILE;3772.1610169491523;4676.288744830353;650;18239;118;98.13559322033899
ytimg.com;DESKTOP;6651.245901639344;9029.84721991827;718;71336;54;78.27868852459017
ytimg.com;MOBILE;7409.4358974358975;13527.868436589184;705;122345;54;76.2905982905983
