Web;Navegador;Latencia_Media;Latencia_Desv;Latencia_Min;Latencia_Max;TTL_Moda;TTL_Media
tiktokcdn-us.com;CHROME;4182.6373626373625;4370.24917803826;686;12519;118;106.02197802197803
tiktokcdn-us.com;EDGE;14803.0625;19269.157996846585;714;136730;42;59.775
tiktokcdn-us.com;FIREFOX;3090.826666666667;5319.634318292974;874;18258;54;65.01333333333334
tiktokcdn.com;CHROME;3966.3555555555554;4386.589367225314;710;12816;117;105.82222222222222
tiktokcdn.com;EDGE;13730.5375;14798.237247011184;704;78425;43;59.9625
tiktokcdn.com;FIREFOX;2981.5714285714284;5171.303257292304;801;17169;54;64.94285714285714
tiktokv.com;CHROME;3133.4066390041494;6298.3809838155275;670;52812;51;68.04564315352697
tiktokv.com;EDGE;4717.178137651822;5990.448917771577;672;22083;51;54.850202429149796
tiktokv.com;FIREFOX;2657.8061224489797;5173.891144242904;680;22037;51;57.77040816326531
trafficmanager.net;CHROME;4188.458823529411;4444.498797478105;728;12626;117;105.05882352941177
trafficmanager.net;EDGE;14803.79746835443;21068.15198373453;697;128269;42;60.24050632911393
trafficmanager.net;FIREFOX;3477.072463768116;8088.204213033361;764;55896;54;64.08695652173913
ui.com;CHROME;8270.123674911662;16679.52715057953;707;82527;117;131.9964664310954
ui.com;EDGE;10126.38403041825;16698.789931043444;679;81157;243;118.14068441064639
ui.com;FIREFOX;8149.683018867924;16697.869960033004;727;80277;54;130.73207547169812
unity3d.com;CHROME;8387.394736842105;14946.590450494268;717;116778;117;81.3092105263158
unity3d.com;EDGE;10009.326666666666;11770.107725608905;716;77222;53;60.12
unity3d.com;FIREFOX;7023.195945945946;11240.684789013963;740;77326;54;63.351351351351354
vungle.com;CHROME;8485.729437229436;7412.276162068966;690;85168;53;98.76190476190476
vungle.com;EDGE;9185.217758985202;6266.129409502576;655;39958;53;89.93446088794926
vungle.com;FIREFOX;7681.444924406048;6342.308679838784;695;21677;53;86.32829373650108
whatsapp.com;CHROME;4503.633663366337;4857.5221578964965;706;15620;117;95.7128712871287
whatsapp.com;EDGE;8628.0;7051.420602174569;692;54425;84;63.017391304347825
whatsapp.com;FIREFOX;3029.269565217391;4999.0685892504525;703;18231;54;71.00869565217391
whatsapp.net;CHROME;5194.385826771653;5080.84104562509;714;17232;117;100.95275590551181
whatsapp.net;EDGE;11633.646017699115;9971.583147267214;684;66622;43;62.56637168141593
whatsapp.net;FIREFOX;4412.555555555556;5888.656436888672;823;18302;54;67.04444444444445
wikipedia.org;CHROME;5364.7692307692305;4172.691865414588;694;12722;51;88.9
wikipedia.org;EDGE;8744.237623762376;7325.361027483238;705;54696;51;57.584158415841586
wikipedia.org;FIREFOX;4688.79;5183.039902626856;893;22768;54;56.25
windows.com;CHROME;13864.89111747851;19589.60549817983;667;131656;51;67.07449856733524
windows.com;EDGE;14701.860962566845;18716.53683199159;649;164359;51;56.45454545454545
windows.com;FIREFOX;13886.627906976744;22316.16119126268;675;133554;51;57.66445182724252
windows.net;CHROME;11062.094117647059;19917.21269860601;681;128742;117;92.96470588235294
windows.net;EDGE;18770.0;24979.218702753693;1023;135511;41;53.64646464646464
windows.net;FIREFOX;10833.177142857143;21497.352806760304;729;131137;54;56.542857142857144
windowsupdate.com;CHROME;4166.423529411764;4588.992073109172;726;15926;118;105.16470588235295
windowsupdate.com;EDGE;11494.285714285714;10959.887393602688;683;68701;43;60.714285714285715
windowsupdate.com;FIREFOX;2948.144927536232;5192.22363187421;866;17427;54;64.21739130434783
xiaomi.com;CHROME;10021.375;21568.22861664087;702;117996;51;79.97395833333333
xiaomi.com;EDGE;12083.780612244898;21144.265190082748;706;117997;51;60.90816326530612
